date,open,high,low,close,volume,macd,signal,Upper_Band,Lower_Band,BB_Width,RSI_14,RSI_5,RSI_9,EMA_50,EMA_200,average_true_range,adx,bull_market,drawdown
2025-05-13,5854.14990234375,5906.64013671875,5845.02001953125,5886.5498046875,5516290000,77.51474912821868,31.8939895905637,5905.424451974308,5162.5195421663175,742.9049098079904,67.01268681201886,88.14649998796325,76.33943840549435,5609.581899464876,5644.02216254842,99.4904505175905,24.71572597373802,1,-0.041926076308454935
2025-05-12,5807.2001953125,5845.3701171875,5786.080078125,5844.18994140625,6014580000,61.13607291484368,20.488799706149948,5847.703329039177,5172.182706117073,675.5206229221039,65.47549198969696,86.21333467702254,74.42841122844945,5598.27708700681,5641.5846988083285,105.18895131837365,20.144998608418707,1,-0.04882041709676991
2025-05-09,5679.64990234375,5691.68994140625,5644.14990234375,5659.91015625,4645090000,43.65467847601212,10.326981403976506,5792.043923940332,5179.7591034034185,612.2848205369137,57.46936895340134,68.11660653668527,62.814205887677645,5588.239827643568,5639.54846521438,92.83956522312343,15.988241738565028,1,-0.07881313994455631
2025-05-08,5663.60009765625,5720.10009765625,5635.3798828125,5663.93994140625,5627400000,39.47011783034213,1.9950571359675984,5775.539319099511,5157.07767308799,618.4616460115212,57.74126353751929,69.71755427582397,63.373696106533494,5585.314508108611,5639.343825103469,99.80872309398858,15.499300761533744,1,-0.07815726643555992
2025-05-07,5614.18017578125,5654.72998046875,5578.64013671875,5631.27978515625,4987440000,33.14468058551756,-7.373708037626039,5751.593286186337,5160.319702094914,591.2735840914229,56.1810733365437,64.2732259652574,60.8623089537042,5582.105306749524,5639.0966279546965,101.49924780075605,14.935138095728417,1,-0.08347291738306391
2025-05-06,5605.8701171875,5649.580078125,5586.0400390625,5606.91015625,4717260000,27.914415784515768,-17.503305193411943,5772.570975384512,5074.491036334238,698.0799390502743,55.03074258756251,59.97814651610601,58.997613804739395,5580.098185181902,5639.175189188852,105.40838688548776,16.818664289284907,1,-0.08743923156705768
2025-05-05,5655.31982421875,5683.3798828125,5634.47998046875,5650.3798828125,4358260000,23.313939424827367,-28.857735437893876,5768.106502451228,5024.489493642523,743.6170088087056,57.53239372805851,72.39853418292925,63.81871401898007,5579.0038190158575,5639.499460876679,111.84967116594741,18.669630519482958,1,-0.08036425337586511
2025-05-02,5645.8798828125,5700.7001953125,5642.27978515625,5686.669921875,4854380000,12.676938320463705,-41.90065415357419,5745.337088178344,4989.628927446655,755.7081607316886,59.633898692935105,84.01858377668472,67.93851025781493,5576.090510289464,5639.39010990245,121.534250984747,18.695130646173435,1,-0.07445781560346362
2025-05-01,5625.14013671875,5658.91015625,5597.35009765625,5604.14013671875,4935270000,-4.779120714675628,-55.545052272083666,5701.865765896775,5004.08525949385,697.7805064029253,56.259972114040806,77.42719337513759,63.126675054245084,5571.577064918625,5638.914935912775,125.37643442951578,18.38532547272213,1,-0.0878900701005045
2025-04-30,5499.43994140625,5581.83984375,5433.240234375,5569.06005859375,5449490000,-18.586852547768103,-68.23653516143568,5715.8822243626655,4996.7518088404595,719.130415522206,54.76775463530366,73.74493069776176,60.91006493798669,5570.247959947192,5639.264431382062,130.84202470232592,19.181495445507245,1,-0.09359957893127346
2025-04-29,5508.8701171875,5571.9501953125,5505.7001953125,5560.830078125,4747150000,-32.36839536858406,-80.64895581485257,5727.637959425769,4991.397050339856,736.2409090859128,54.42907075970889,72.91570061237128,60.41380814377294,5570.296445716719,5639.970002967874,128.1100885988376,21.787165718908316,1,-0.09493906130060996
2025-04-28,5529.22021484375,5553.66015625,5468.64013671875,5528.75,4257880000,-48.64988080679268,-92.71909592641968,5736.388737312417,4987.748274406334,748.6404629060835,53.15961142831586,69.95676756088584,58.59240705273502,5570.682828067402,5640.765379096948,137.62702530635107,22.93184073557783,1,-0.10016030079425622
2025-04-25,5489.72998046875,5528.10986328125,5455.85986328125,5525.2099609375,4236580000,-65.45700690891681,-103.73639970632642,5744.299913173417,4985.056092685959,759.2438204874579,53.025526246564716,69.66419357962293,58.40468017818298,5572.394372070153,5641.89116180144,145.7204108102128,24.76074826193734,1,-0.1007364649697347
2025-04-24,5381.3798828125,5489.39990234375,5371.9599609375,5484.77001953125,4697710000,-85.59646923786204,-113.30624790567884,5773.42776174642,4972.73825387858,800.6895078678408,51.55446123573996,66.70060556477333,56.397396143122236,5574.320266402098,5643.063837187006,157.0235509348609,27.54122305955149,1,-0.10731832609763844
2025-04-23,5395.919921875,5469.68994140625,5356.169921875,5375.85986328125,5371390000,-105.93918575107273,-120.23369257263305,5809.029566278413,4959.879466924712,849.1500993537011,47.43809281746342,57.82325952121431,50.702369667452274,5577.975378519275,5644.654729826762,163.11333701618565,31.73598985633799,1,-0.12504415603034486
2025-04-22,5207.669921875,5309.60986328125,5207.669921875,5287.759765625,4666950000,-119.27392167155449,-123.80731927802312,5862.103368066186,4946.884669043189,915.2186990229966,43.85467566851436,49.02976627772185,45.59265899093173,5586.224991386133,5647.356185771943,160.2184387446373,36.180992781063665,1,-0.1393830147913662
2025-04-21,5232.93994140625,5232.93994140625,5101.6298828125,5158.2001953125,4226340000,-125.58880853347455,-124.94066867964025,5908.842274422091,4948.12676854666,960.7155058754306,38.09116194615486,32.46423642310464,37.065607231722545,5598.407245498833,5650.970220145279,161.57363424861995,36.84387348945179,1,-0.16046966996282908
2025-04-17,5305.4501953125,5328.31005859375,5255.580078125,5282.7001953125,4714880000,-118.63063429947579,-124.77863371618164,5928.262323948375,4979.6427053485,948.6196185998742,41.93208262630765,43.27696635245134,42.79459124074048,5616.374880200316,5655.922682706412,166.22956896475378,34.916259118218505,1,-0.14020649247223624
2025-04-16,5335.75,5367.240234375,5220.7900390625,5275.7001953125,4607750000,-120.70030086917814,-126.31563357035807,5948.766452524392,4997.1575709131075,951.6088816112842,41.62476763573133,42.414258396875844,42.349255473384666,5629.994255093696,5659.673662479215,180.61412104106205,35.03109086190965,1,-0.14134578759218924
2025-04-15,5411.990234375,5450.41015625,5386.43994140625,5396.6298828125,4317110000,-120.87358000550194,-127.71946674565302,5967.491845540803,5018.391162271696,949.1006832691073,45.486481065354255,53.7024157053007,48.09930602008042,5644.455237125581,5663.532692299986,185.87010961468698,35.16358902770712,1,-0.12166370147416174
